issuer_name,source_file,source_effective_date,plan_year_demo,plan_group,therapeutic_category,therapeutic_subcategory,drug_name_display,tier,requirements_limits,prior_auth,step_therapy,quantity_limit,age_limit,specialty_flag,non_formulary,medical_benefit,notes
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,,Peripheral Opioid Receptor Antagonists,RELISTOR ORAL,T3,PA; QL (3 EA per 1 day); AG (Min 18 Years),True,False,QL (3 EA per 1 day),AG (Min 18 Years),False,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,,Peripheral Opioid Receptor Antagonists,"RELISTOR SUBCUTANEOUS SOLUTION 12 MG/0.6ML, 8 MG/0.4ML",SP,"PA; SP; AI (Optum Specialty Pharmacy is preferred pharmacy - some medications may be available at Retail, 30 day supply max)",True,False,,,True,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,,Peripheral Opioid Receptor Antagonists,SYMPROIC,T3,PA,True,False,,,False,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,,Phosphate Binder Agents,calcium acetate (phos binder) oral capsule,T1b,,False,False,,,False,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,,Phosphate Binder Agents,sevelamer carbonate oral packet 0.8 gm,T3,AI (Max #1350 Mail Order); QL (15 EA per 1 day),False,False,QL (15 EA per 1 day),,False,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,,Phosphate Binder Agents,sevelamer carbonate oral packet 2.4 gm,T3,AI (Max #450 Mail Order); QL (5 EA per 1 day),False,False,QL (5 EA per 1 day),,False,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,,Phosphate Binder Agents,sevelamer carbonate oral tablet,T3,AI (Max #1350 Mail Order); QL (15 EA per 1 day),False,False,QL (15 EA per 1 day),,False,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,,Phosphate Binder Agents,sevelamer hcl oral tablet 400 mg,T1b,QL (35 EA per 1 day),False,False,QL (35 EA per 1 day),,False,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,,Phosphate Binder Agents,sevelamer hcl oral tablet 800 mg,T1b,QL (17.5 EA per 1 day),False,False,QL (17.5 EA per 1 day),,False,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,,Phosphate Binder Agents,VELPHORO,T3,PA,True,False,,,False,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,,Sphingosine 1-Phosphate (S1p) Receptor Modulators (Gi),VELSIPITY,SP,PA; AI (30 day supply max),True,False,,,False,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,,Tryptophan Hydroxylase Inhibitors,XERMELO,SP,"PA; SP; AI (Optum Specialty Pharmacy is preferred pharmacy - some medications may be available at Retail, 30 day supply max)",True,False,,,True,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,,Tumor Necrosis Factor Alpha Blockers,CIMZIA PREFILLED SUBCUTANEOUS PREFILLED SYRINGE KIT,SP,"PA; SP; AI (Optum Specialty Pharmacy is preferred pharmacy - some medications may be available at Retail, 30 day supply max)",True,False,,,True,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,,Tumor Necrosis Factor Alpha Blockers,CIMZIA STARTER KIT SUBCUTANEOUS PREFILLED SYRINGE KIT,SP,"PA; SP; AI (Optum Specialty Pharmacy is preferred pharmacy - some medications may be available at Retail, 30 day supply max)",True,False,,,True,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,,,CIMZIA SUBCUTANEOUS PREFILLED SYRINGE KIT,SP,"PA; SP; AI (Optum Specialty Pharmacy is preferred pharmacy - some medications may be available at Retail, 30 day supply max)",True,False,,,True,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,Genitourinary Agents - Miscellaneous,5-Alpha Reductase Inhibitors,dutasteride oral,T1b,AI (Max #90 Mail Order); M; QL (1 EA per 1 day),False,False,QL (1 EA per 1 day),,False,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,Genitourinary Agents - Miscellaneous,5-Alpha Reductase Inhibitors,finasteride oral tablet 5 mg,T1b,AI (Max #90 Mail Order); QL (1 EA per 1 Day),False,False,QL (1 EA per 1 Day),,False,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,Genitourinary Agents - Miscellaneous,Alpha 1-Adrenoceptor Antagonists,alfuzosin hcl er,T1b,AI (Max #90 Mail Order); QL (1 EA per 1 Day),False,False,QL (1 EA per 1 Day),,False,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,Genitourinary Agents - Miscellaneous,Alpha 1-Adrenoceptor Antagonists,CARDURA XL,T3,,False,False,,,False,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,Genitourinary Agents - Miscellaneous,Alpha 1-Adrenoceptor Antagonists,silodosin,T3,,False,False,,,False,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,Genitourinary Agents - Miscellaneous,Alpha 1-Adrenoceptor Antagonists,tamsulosin hcl,T1b,,False,False,,,False,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,Genitourinary Agents - Miscellaneous,Citrates,"potassium citrate er oral tablet extended release 10 meq (1080 mg), 5 meq (540 mg)",T2,,False,False,,,False,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,Genitourinary Agents - Miscellaneous,Citrates,potassium citrate er oral tablet extended release 15 meq (1620 mg),T3,,False,False,,,False,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,Genitourinary Agents - Miscellaneous,Cystinosis Agents,CYSTAGON,SP,"SP; AI (Optum Specialty Pharmacy is preferred pharmacy - some medications may be available at Retail, 30 day supply max)",False,False,,,True,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,Genitourinary Agents - Miscellaneous,Cystinosis Agents,PROCYSBI,SP,"PA; SP; AI (Optum Specialty Pharmacy is preferred pharmacy - some medications may be available at Retail, 30 day supply max)",True,False,,,True,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,Genitourinary Agents - Miscellaneous,Genitourinary Irrigants,RENACIDIN,T1b,,False,False,,,False,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,Genitourinary Agents - Miscellaneous,Igan Agents - Endothelin & Angiotensin Ii Receptor Antag,FILSPARI,SP,PA; SP; AI (30 day supply max),True,False,,,True,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,Genitourinary Agents - Miscellaneous,Interstitial Cystitis Agents,ELMIRON,T3,QL (3 EA per 1 day),False,False,QL (3 EA per 1 day),,False,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,Genitourinary Agents - Miscellaneous,Prostatic Hypertrophy Agent Combinations,dutasteride-tamsulosin hcl,T1b,M,False,False,,,False,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,,Gout Agent Combinations,colchicine-probenecid,T1b,,False,False,,,False,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,,Gout Agents,"allopurinol oral tablet 100 mg, 300 mg",T1b,,False,False,,,False,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,,Gout Agents,colchicine oral tablet,T3,,False,False,,,False,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,,Gout Agents,febuxostat,T3,ST (Step Therapy required: any of the following for 3 months in the last 6 months - allopurinol 100mg or 300mg tab); QL (1 EA per 1 Day); AG (Min 18 Years),False,True,QL (1 EA per 1 Day),AG (Min 18 Years),False,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,,Gout Agents,GLOPERBA,T3,QL (150 ML per 1 month); AG (Min 18 Years),False,False,QL (150 ML per 1 month),AG (Min 18 Years),False,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,,Gout Agents,ULORIC,T3,ST (Step Therapy required: both of the following for 3 months each in the last 12 months - allopurinol 100mg or 300mg tab AND febuxostat 40mg or 80mg tab); QL (1 EA per 1 day); AG (Min 18 Years),False,True,QL (1 EA per 1 day),AG (Min 18 Years),False,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,,Uricosurics,probenecid oral,T1b,,False,False,,,False,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,Hematological Agents - Misc.,Anti-Von Willebrand Factor Agents,CABLIVI,SP,"PA; SP; AI (Optum Specialty Pharmacy is preferred pharmacy - some medications may be available at Retail, 30 day supply max)",True,False,,,True,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,Hematological Agents - Misc.,C1 Esterase Inhibitors,BERINERT,SP,"PA; SP; AI (Optum Specialty Pharmacy is preferred pharmacy - some medications may be available at Retail, 30 day supply max)",True,False,,,True,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,Hematological Agents - Misc.,C1 Esterase Inhibitors,CINRYZE,SP,"PA; SP; AI (Optum Specialty Pharmacy is preferred pharmacy - some medications may be available at Retail, 30 day supply max)",True,False,,,True,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,,,RUCONEST,SP,"PA; SP; AI (Optum Specialty Pharmacy is preferred pharmacy - some medications may be available at Retail, 30 day supply max)",True,False,,,True,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,,Complement C3 Inhibitors,EMPAVELI,SP,"PA; SP; AI (Optum Specialty Pharmacy is preferred pharmacy - some medications may be available at Retail, 30 day supply max)",True,False,,,True,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,,Complement C5a Receptor Inhibitors,TAVNEOS,SP,PA; SP; AI (Limited distribution may apply; 30 day supply max),True,False,,,True,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,,Complement Factor B Inhibitors,FABHALTA,SP,PA,True,False,,,False,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,,Direct-Acting P2y12 Inhibitors,BRILINTA,T2,,False,False,,,False,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,,Hematorheologic Agents,pentoxifylline er,T1b,,False,False,,,False,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,,Phosphodiesterase Iii Inhibitors,cilostazol,T1b,AI (Max #180 Mail Order); QL (2 EA per 1 Day),False,False,QL (2 EA per 1 Day),,False,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,,Plasma Kallikrein Inhibitors - Monoclonal Antibodies,TAKHZYRO,SP,"PA; SP; AI (Optum Specialty Pharmacy is preferred pharmacy - some medications may be available at Retail, 30 day supply max)",True,False,,,True,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,,Plasma Kallikrein Inhibitors,KALBITOR,SP,"PA; SP; AI (Optum Specialty Pharmacy is preferred pharmacy - some medications may be available at Retail, 30 day supply max)",True,False,,,True,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,,Plasma Kallikrein Inhibitors,ORLADEYO,SP,"PA; SP; AI (Optum Specialty Pharmacy is preferred pharmacy - some medications may be available at Retail, 30 day supply max)",True,False,,,True,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,,Platelet Aggregation Inhibitor Combinations,aspirin-dipyridamole er,T2,,False,False,,,False,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,,Platelet Aggregation Inhibitors,dipyridamole oral,T1b,,False,False,,,False,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,,Protease-Activated Receptor-1 (Par-1) Antagonists,ZONTIVITY,T2,QL (1 EA per 1 day); AG (Min 16 Years),False,False,QL (1 EA per 1 day),AG (Min 16 Years),False,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,,,PYRUKYND TAPER PACK,SP,"PA; SP; AI (Optum Specialty Pharmacy is preferred pharmacy - some medications may be available at Retail, 30 day supply max)",True,False,,,True,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,,Quinazoline Agents,anagrelide hcl,T1b,,False,False,,,False,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,,Spleen Tyrosine Kinase (Syk) Inhibitors,TAVALISSE,SP,"PA; SP; AI (Optum Specialty Pharmacy is preferred pharmacy - some medications may be available at Retail, 30 day supply max)",True,False,,,True,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,,Thienopyridine Derivatives,clopidogrel bisulfate oral tablet 75 mg,T1a,AI (Max #90 Mail Order); QL (1 EA per 1 Day),False,False,QL (1 EA per 1 Day),,False,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,,Thienopyridine Derivatives,prasugrel hcl,T1b,QL (1 EA per 1 day); AG (Min 16 Years),False,False,QL (1 EA per 1 day),AG (Min 16 Years),False,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,Hematopoietic Agents,Agents For Gaucher Disease,CERDELGA,SP,"PA; SP; AI (Optum Specialty Pharmacy is preferred pharmacy - some medications may be available at Retail, 30 day supply max)",True,False,,,True,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,Hematopoietic Agents,Agents For Gaucher Disease,YARGESA,SP,"PA; AI (Optum Specialty Pharmacy is preferred pharmacy - some medications may be available at Retail, 30 day supply max)",True,False,,,True,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,Hematopoietic Agents,Cytotoxic Agents,DROXIA,SP,"SP; AI (Optum Specialty Pharmacy is preferred pharmacy - some medications may be available at Retail, 30 day supply max); ST (Step Therapy required: BOTH of the following for 3 months each in the last 12 months - Siklos 100mg or 1000mg tab AND hydroxyurea 500mg cap); QL (1 EA per 1 day); AG (Min 18 Years)",False,True,QL (1 EA per 1 day),AG (Min 18 Years),True,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,,,SIKLOS ORAL TABLET 1000 MG,SP,"SP; AI (Optum Specialty Pharmacy is preferred pharmacy - some medications may be available at Retail, 30 day supply max); QL (1 EA per 1 day); AG (Min 2 Years and Max 17 Years)",False,False,QL (1 EA per 1 day),AG (Min 2 Years and Max 17 Years),True,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,,Folic Acid/Folates,folic acid oral tablet 1 mg,$0,QL (2 EA per 1 Day),False,False,QL (2 EA per 1 Day),,False,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,,Granulocyte Colony-Stimulating Factors (G- Csf),FULPHILA,SP,"PA; SP; AI (Optum Specialty Pharmacy is preferred pharmacy - some medications may be available at Retail, 14 day supply max); QL (0.086 ML per 1 day)",True,False,QL (0.086 ML per 1 day),,True,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,,Granulocyte Colony-Stimulating Factors (G- Csf),NEULASTA ONPRO,SP,"PA; SP; AI (Optum Specialty Pharmacy is preferred pharmacy - some medications may be available at Retail, 14 day supply max); QL (2 syringes per 14 days)",True,False,QL (2 syringes per 14 days),,True,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,,Granulocyte Colony-Stimulating Factors (G- Csf),NEULASTA SUBCUTANEOUS SOLUTION PREFILLED SYRINGE,SP,"PA; SP; AI (Optum Specialty Pharmacy is preferred pharmacy - some medications may be available at Retail, 14 day supply max); QL (2 syringes per 14 days)",True,False,QL (2 syringes per 14 days),,True,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,,Granulocyte Colony-Stimulating Factors (G- Csf),NEUPOGEN INJECTION SOLUTION 300 MCG/ML,SP,PA; SP; AI (Optum Specialty Pharmacy is preferred Pharmacy - some medications may be available at Retail); QL (10 ML per 10 days),True,False,QL (10 ML per 10 days),,True,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,,Granulocyte Colony-Stimulating Factors (G- Csf),NEUPOGEN INJECTION SOLUTION 480 MCG/1.6ML,SP,PA; SP; AI (Optum Specialty Pharmacy is preferred Pharmacy - some medications may be available at Retail); QL (16 ML per 10 days),True,False,QL (16 ML per 10 days),,True,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,,Granulocyte Colony-Stimulating Factors (G- Csf),NEUPOGEN INJECTION SOLUTION PREFILLED SYRINGE 300 MCG/0.5ML,SP,PA; SP; AI (Optum Specialty Pharmacy is preferred Pharmacy - some medications may be available at Retail); QL (5 ML per 10 days),True,False,QL (5 ML per 10 days),,True,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,,Granulocyte Colony-Stimulating Factors (G- Csf),NEUPOGEN INJECTION SOLUTION PREFILLED SYRINGE 480 MCG/0.8ML,SP,PA; SP; AI (Optum Specialty Pharmacy is preferred Pharmacy - some medications may be available at Retail); QL (8 ML per 10 days),True,False,QL (8 ML per 10 days),,True,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,,,NIVESTYM INJECTION SOLUTION PREFILLED SYRINGE 300 MCG/0.5ML,SP,PA; SP; AI (Optum Specialty Pharmacy is preferred pharmacy - some medications may be available at Retail); Notes (8 day supply min / 10 day supply max); QL (5 ML per 10 days),True,False,QL (5 ML per 10 days),,True,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,,,NIVESTYM INJECTION SOLUTION PREFILLED SYRINGE 480 MCG/0.8ML,SP,PA; SP; AI (Optum Specialty Pharmacy is preferred pharmacy - some medications may be available at Retail); Notes (8 day supply min / 10 day supply max); QL (8 ML per 10 days),True,False,QL (8 ML per 10 days),,True,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,,,UDENYCA SUBCUTANEOUS SOLUTION PREFILLED SYRINGE,SP,"SP; AI (Optum Specialty Pharmacy is preferred pharmacy - some medications may be available at Retail, 30 day supply max)",False,False,,,True,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,,,ZARXIO INJECTION SOLUTION PREFILLED SYRINGE 300 MCG/0.5ML,SP,"SP; AI (Optum Specialty Pharmacy is preferred pharmacy - some medications may be available at Retail, 10 day supply max); QL (0.5 ML per 1 day)",False,False,QL (0.5 ML per 1 day),,True,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,,,ZARXIO INJECTION SOLUTION PREFILLED SYRINGE 480 MCG/0.8ML,SP,"SP; AI (Optum Specialty Pharmacy is preferred pharmacy - some medications may be available at Retail, 10 day supply max); QL (0.8 ML per 1 day)",False,False,QL (0.8 ML per 1 day),,True,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,,Hemoglobin S (Hbs) Polymerization Inhibitors,OXBRYTA ORAL TABLET 500 MG,SP,PA; SP; AI (30 day supply max),True,False,,,True,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,,Hemoglobin S (Hbs) Polymerization Inhibitors,OXBRYTA ORAL TABLET SOLUBLE,SP,PA; SP; AI (30 day supply max),True,False,,,True,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,,Iron W/ Folic Acid,FOLIVANE-F,T2,,False,False,,,False,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,,Iron W/ Folic Acid,INTEGRA F,T2,,False,False,,,False,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,,Iron,ferrous sulfate oral liquid 220 (44 fe) mg/5ml,$0,AG (Max 1 Years),False,False,,AG (Max 1 Years),False,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,,Iron,SPATONE PUR-ABSORB IRON ORAL LIQUID,$0,QL (60 ML per 1 day); AG (Max 1 Years),False,False,QL (60 ML per 1 day),AG (Max 1 Years),False,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,,Iron,SPATONE PUR-ABSORB IRON ORAL SOLUTION,$0,AG (Max 1 Years),False,False,,AG (Max 1 Years),False,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,,Thrombopoietin (Tpo) Receptor Agonists,DOPTELET ORAL TABLET 20 MG,SP,PA; SP,True,False,,,True,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,,Thrombopoietin (Tpo) Receptor Agonists,MULPLETA,SP,PA; SP,True,False,,,True,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,,Thrombopoietin (Tpo) Receptor Agonists,NPLATE,SP,"PA; SP; AI (Optum Specialty Pharmacy is preferred pharmacy - some medications may be available at Retail, 30 day supply max)",True,False,,,True,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,Hemostatics,Hemostatics - Systemic,aminocaproic acid oral solution,T2,,False,False,,,False,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,Hemostatics,Hemostatics - Systemic,tranexamic acid oral,T1b,F,False,False,,,False,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,Hypnotics/Sedatives/Sleep Disorder Agents,Barbiturate Hypnotics,phenobarbital oral tablet,T1b,,False,False,,,False,False,False,
Blue Cross Blue Shield of Arizona,BCBSAZ_2023_7_Tier_Exchange_Member.pdf,2023-01-01,2026_demo_proxy,full,Hypnotics/Sedatives/Sleep Disorder Agents,Benzodiazepine Hypnotics,estazolam,T1b,AI (Max fill of one hypnotic per month.); QL (1 EA per 1 day); AG (Min 18 Years),False,False,QL (1 EA per 1 day),AG (Min 18 Years),False,False,False,
