issuer_name,source_file,source_effective_date,plan_year_demo,plan_group,therapeutic_category,therapeutic_subcategory,drug_name_display,tier,requirements_limits,prior_auth,step_therapy,quantity_limit,age_limit,specialty_flag,non_formulary,medical_benefit,notes
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,"amphetamine- dextroamphetamine CP24 20 MG, 25 MG, 30 MG",1B,QL(2 EA daily),False,False,QL(2 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,"amphetamine- dextroamphetamine CP24 5 MG, 10 MG",1B,QL(1 EA daily),False,False,QL(1 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,amphetamine- dextroamphetamine CP24 15 MG,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,amphetamine- dextroamphetamine TABS 30 MG,1B,QL(2 EA daily),False,False,QL(2 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,"amphetamine- dextroamphetamine TABS 5 MG, 7.5 MG, 10 MG, 12.5 MG, 15 MG, 20 MG",1B,QL(3 EA daily),False,False,QL(3 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,"dextroamphetamine sulfate CP24 10 MG, 15 MG",1B,QL(4 EA daily),False,False,QL(4 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,dextroamphetamine sulfate CP24 5 MG,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,"dextroamphetamine sulfate TABS 5 MG, 10 MG",1B,QL(4 EA daily),False,False,QL(4 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,"dextroamphetamine sulfate TABS 2.5 MG, 7.5 MG, 15 MG, 20 MG, 30 MG",1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,lisdexamfetamine dimesylate CAPS,1B,QL(1 EA daily); ST,False,True,QL(1 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,lisdexamfetamine dimesylate CHEW,1B,QL(1 EA daily); ST,False,True,QL(1 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,methamphetamine hcl,1B,QL(5 EA daily); AL(At least 6 yrs old),False,False,QL(5 EA daily),AL(At least 6 yrs old),False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,phendimetrazine tartrate TABS,1B,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,phentermine hcl CAPS,1B,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,"atomoxetine hcl 60 MG, 80 MG, 100 MG",1B,QL(1 EA daily); AL(At least 6 yrs old),False,False,QL(1 EA daily),AL(At least 6 yrs old),False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,"atomoxetine hcl 10 MG, 18 MG, 25 MG, 40 MG",1B,QL(2 EA daily); AL(At least 6 yrs old),False,False,QL(2 EA daily),AL(At least 6 yrs old),False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,clonidine hcl (adhd) TB12,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,guanfacine hcl (adhd),1B,QL(1 EA daily); AL(At least 6 yrs old),False,False,QL(1 EA daily),AL(At least 6 yrs old),False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,SUNOSI 150 MG,3,QL(1 EA daily); PA,True,False,QL(1 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,SUNOSI 75 MG,3,QL(2 EA daily); PA,True,False,QL(2 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,armodafinil,1B,QL(1 EA daily); AL(At least 17 yrs old); PA,True,False,QL(1 EA daily),AL(At least 17 yrs old),False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,dexmethylphenidate hcl CP24,1B,QL(1 EA daily),False,False,QL(1 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,dexmethylphenidate hcl TABS,1B,QL(2 EA daily); AL(At least 6 yrs old),False,False,QL(2 EA daily),AL(At least 6 yrs old),False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,methylphenidate hcl CHEW 5 MG,1B,QL(6 EA daily),False,False,QL(6 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,methylphenidate hcl CHEW 10 MG,1B,QL(5 EA daily),False,False,QL(5 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,methylphenidate hcl CHEW 2.5 MG,1B,QL(2 EA daily),False,False,QL(2 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,methylphenidate hcl CP24 30 MG,1B,QL(2 EA daily); AL(At least 6 yrs old),False,False,QL(2 EA daily),AL(At least 6 yrs old),False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,methylphenidate hcl CP24,1B,QL(1 EA daily),False,False,QL(1 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,"methylphenidate hcl CP24 10 MG, 20 MG, 40 MG, 60 MG",1B,QL(1 EA daily); AL(At least 6 yrs old),False,False,QL(1 EA daily),AL(At least 6 yrs old),False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,methylphenidate hcl CPCR,1B,QL(1 EA daily); AL(At least 6 yrs old),False,False,QL(1 EA daily),AL(At least 6 yrs old),False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,methylphenidate hcl SOLN,1B,QL(30 ML daily); AL(At least 6 yrs old),False,False,QL(30 ML daily),AL(At least 6 yrs old),False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,methylphenidate hcl TABS 5 MG,1B,QL(6 EA daily); AL(At least 6 yrs old),False,False,QL(6 EA daily),AL(At least 6 yrs old),False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,"methylphenidate hcl TABS 10 MG, 20 MG",1B,QL(5 EA daily); AL(At least 6 yrs old),False,False,QL(5 EA daily),AL(At least 6 yrs old),False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,"methylphenidate hcl TB24 18 MG, 27 MG",1B,QL(1 EA daily); AL(At least 6 yrs old),False,False,QL(1 EA daily),AL(At least 6 yrs old),False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,"methylphenidate hcl TB24 36 MG, 54 MG",1B,QL(2 EA daily); AL(At least 6 yrs old),False,False,QL(2 EA daily),AL(At least 6 yrs old),False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,"methylphenidate hcl TBCR 18 MG, 27 MG",1B,QL(1 EA daily); AL(At least 6 yrs old),False,False,QL(1 EA daily),AL(At least 6 yrs old),False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,"methylphenidate hcl TBCR 10 MG, 20 MG",1B,QL(3 EA daily); AL(At least 6 yrs old),False,False,QL(3 EA daily),AL(At least 6 yrs old),False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,"methylphenidate hcl TBCR 36 MG, 54 MG",1B,QL(2 EA daily); AL(At least 6 yrs old),False,False,QL(2 EA daily),AL(At least 6 yrs old),False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,methylphenidate PTCH,1B,QL(1 EA daily); PA,True,False,QL(1 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,modafinil 100 MG,1B,QL(1 EA daily); PA,True,False,QL(1 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,modafinil 200 MG,1B,QL(2 EA daily); PA,True,False,QL(2 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,GRASTEK SUBL,3,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,"amikacin sulfate SOLN 1 GM/4ML, 500 MG/2ML",1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,ARIKAYCE,4,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,"gentamicin in saline 0.8 MG/ML-0.9 %, 1 MG/ML- 0.9 %, 1.2 MG/ML-0.9 %, 1.6 MG/ML-0.9 %",1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,gentamicin sulfate IJ 40 MG/ML,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,neomycin sulfate TABS,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,streptomycin sulfate SOLR,3,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,tobramycin NEBU,4,QL(280 ML per 56 day(s) retail; 280 ML per 56 days mail); PA,True,False,QL(280 ML per 56 day(s),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,"ANALGESICS - ANTI-INFL Treat Pain, Swelling, Muscle AMMA and TORY - Drugs to Joint Conditions",Antirheumatic - Enzyme Inh ibitors,RINVOQ LQ SOLN,4,QL(12 ML daily); PA,True,False,QL(12 ML daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,"ANALGESICS - ANTI-INFL Treat Pain, Swelling, Muscle AMMA and TORY - Drugs to Joint Conditions",Antirheumatic - Enzyme Inh ibitors,RINVOQ TB24,4,QL(1 EA daily); PA,True,False,QL(1 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,"ANALGESICS - ANTI-INFL Treat Pain, Swelling, Muscle AMMA and TORY - Drugs to Joint Conditions",Antirheumatic - Enzyme Inh ibitors,XELJANZ XR TB24,4,QL(1 EA daily); PA,True,False,QL(1 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,"ANALGESICS - ANTI-INFL Treat Pain, Swelling, Muscle AMMA and TORY - Drugs to Joint Conditions",Antirheumatic - Enzyme Inh ibitors,XELJANZ SOLN,4,QL(20 ML daily); PA,True,False,QL(20 ML daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,"ANALGESICS - ANTI-INFL Treat Pain, Swelling, Muscle AMMA and TORY - Drugs to Joint Conditions",Antirheumatic - Enzyme Inh ibitors,XELJANZ TABS 10 MG,4,QL(2 EA daily); PA,True,False,QL(2 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,"ANALGESICS - ANTI-INFL Treat Pain, Swelling, Muscle AMMA and TORY - Drugs to Joint Conditions",Antirheumatic - Enzyme Inh ibitors,XELJANZ TABS 5 MG,4,QL(2 EA daily); SP; PA,True,False,QL(2 EA daily),,True,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,"ANALGESICS - ANTI-INFL Treat Pain, Swelling, Muscle AMMA and TORY - Drugs to Joint Conditions",Anti-TNF-alpha - Monoclon al Anti bodies,ADALIMUMAB-AATY (1 PEN) AJKT,4,QL(0.143 EA daily); PA,True,False,QL(0.143 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,"ANALGESICS - ANTI-INFL Treat Pain, Swelling, Muscle AMMA and TORY - Drugs to Joint Conditions",Anti-TNF-alpha - Monoclon al Anti bodies,ADALIMUMAB-AATY (2 PEN) AJKT,4,QL(0.143 EA daily); PA,True,False,QL(0.143 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,"ANALGESICS - ANTI-INFL Treat Pain, Swelling, Muscle AMMA and TORY - Drugs to Joint Conditions",Anti-TNF-alpha - Monoclon al Anti bodies,ADALIMUMAB-AATY (2 SYRINGE) PSKT,4,QL(0.143 EA daily); PA,True,False,QL(0.143 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,"ANALGESICS - ANTI-INFL Treat Pain, Swelling, Muscle AMMA and TORY - Drugs to Joint Conditions",Anti-TNF-alpha - Monoclon al Anti bodies,ADALIMUMAB-AATY CD/UC/HS START AJKT 80 MG/0.8ML,4,QL(0.143 EA daily); PA,True,False,QL(0.143 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,"ANALGESICS - ANTI-INFL Treat Pain, Swelling, Muscle AMMA and TORY - Drugs to Joint Conditions",Anti-TNF-alpha - Monoclon al Anti bodies,ADALIMUMAB-ADAZ SOAJ,4,QL(0.143 ML daily); PA,True,False,QL(0.143 ML daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,"ANALGESICS - ANTI-INFL Treat Pain, Swelling, Muscle AMMA and TORY - Drugs to Joint Conditions",Anti-TNF-alpha - Monoclon al Anti bodies,ADALIMUMAB-ADAZ SOSY,4,QL(0.143 ML daily); PA,True,False,QL(0.143 ML daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,ADALIMUMAB-ADBM (2 PEN) AJKT,4,QL(0.143 EA daily); PA,True,False,QL(0.143 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,ADALIMUMAB-ADBM (2 SYRINGE) PSKT,4,QL(0.143 EA daily); PA,True,False,QL(0.143 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,ADALIMUMAB- ADBM(CD/UC/HS STRT) AJKT,4,QL(0.143 EA daily); PA,True,False,QL(0.143 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,ADALIMUMAB- ADBM(PS/UV STARTER) AJKT,4,QL(0.143 EA daily); PA,True,False,QL(0.143 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,HUMIRA (2 PEN) AJKT,4,QL(0.143 EA daily); PA,True,False,QL(0.143 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,HUMIRA (2 PEN) AJKT 80 MG/0.8ML,4,QL(0.072 EA daily); PA,True,False,QL(0.072 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,HUMIRA (2 SYRINGE) PSKT,4,QL(0.143 EA daily); PA,True,False,QL(0.143 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,HUMIRA-CD/UC/HS STARTER AJKT,4,package(s) per 180 day(s) retail; 1 package(s) per 180 day(s) mail; PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,HUMIRA-PED<40KG CROHNS STARTER PSKT,4,package(s) per 180 day(s) retail; 1 package(s) per 180 day(s) mail; PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,HUMIRA-PED>/=40KG CROHNS START PSKT,4,package(s) per 180 day(s) retail; 1 package(s) per 180 day(s) mail; PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,HUMIRA-PED>/=40KG UC STARTER AJKT,4,package(s) per 180 day(s) retail; 1 package(s) per 180 day(s) mail; PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,HUMIRA-PS/UV/ADOL HS STARTER AJKT,4,package(s) per 180 day(s) retail; 1 package(s) per 180 day(s) mail; PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,HUMIRA- PSORIASIS/UVEIT STARTER AJKT,4,package(s) per 180 day(s) retail; 1 package(s) per 180 day(s) mail; PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,SIMLANDI (1 PEN) AJKT,4,QL(0.143 EA daily); PA,True,False,QL(0.143 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,SIMLANDI (1 SYRINGE) PSKT,4,QL(0.143 EA daily); PA,True,False,QL(0.143 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,SIMLANDI (2 PEN) AJKT,4,QL(0.143 EA daily); PA,True,False,QL(0.143 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,SIMLANDI (2 SYRINGE) PSKT,4,QL(0.143 EA daily); PA,True,False,QL(0.143 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,SIMPONI ARIA SOLN,4,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,YUFLYMA (1 PEN) AJKT,4,QL(0.143 EA daily); PA,True,False,QL(0.143 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,YUFLYMA (2 PEN) AJKT,4,QL(0.143 EA daily); PA,True,False,QL(0.143 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,YUFLYMA (2 SYRINGE) PSKT,4,QL(0.143 EA daily); PA,True,False,QL(0.143 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,YUFLYMA-CD/UC/HS STARTER AJKT,4,QL(0.143 EA daily); PA,True,False,QL(0.143 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,AURANOFIN 3 MG,3,QL(3 EA daily),False,False,QL(3 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,RIDAURA,3,QL(3 EA daily),False,False,QL(3 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,ARCALYST,4,QL(0.286 EA daily); SP; PA,True,False,QL(0.286 EA daily),,True,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,ACTEMRA ACTPEN SOAJ,4,SP; PA,True,False,,,True,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,ACTEMRA SOLN 80 MG/4ML,4,SP; PA,True,False,,,True,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,"ACTEMRA SOLN 200 MG/10ML, 400 MG/20ML",4,QL(40 ML per 28 day(s) retail; 40 ML per 28 days mail); SP; PA,True,False,QL(40 ML per 28 day(s),,True,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,ACTEMRA SOSY,4,SP; PA,True,False,,,True,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,KEVZARA SOAJ,4,QL(0.082 ML daily); PA,True,False,QL(0.082 ML daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,KEVZARA SOSY,4,QL(0.082 ML daily); PA,True,False,QL(0.082 ML daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,celecoxib,1B,QL(2 EA daily),False,False,QL(2 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,diclofenac potassium TABS 50 MG,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,diclofenac sodium TB24,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,diclofenac sodium TBEC,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,diclofenac w/ misoprostol TBEC,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,etodolac CAPS,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,etodolac TABS,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,fenoprofen calcium TABS,1B,QL(4 EA daily); ST,False,True,QL(4 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,flurbiprofen TABS,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,"ibuprofen SUSP 100 MG/5ML, 200 MG/10ML",1B,RX/OTC,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,"ibuprofen TABS 400 MG, 600 MG",1A,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,ibuprofen TABS 800 MG,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,"indomethacin CAPS 25 MG, 50 MG",1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,indomethacin CPCR,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,ketoprofen CAPS 50 MG,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,ketorolac tromethamine TABS,1B,QL(20 EA per fill retail; 20 per fill mail); 1 max fill(s) per 30 day(s) retail; 1 max fill(s) per 30 day(s) mail,False,False,QL(20 EA per fill retail; 20 per fill mail),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,meclofenamate sodium CAPS,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,mefenamic acid CAPS,1B,QL(6 EA daily); ST,False,True,QL(6 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,meloxicam TABS,1A,QL(1 EA daily),False,False,QL(1 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,nabumetone,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,naproxen sodium TABS 550 MG,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,naproxen SUSP,1B,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,naproxen TABS,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,naproxen TBEC 500 MG,1B,QL(3 EA daily),False,False,QL(3 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,oxaprozin TABS,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,piroxicam CAPS,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,sulindac TABS,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,tolmetin sodium CAPS,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,tolmetin sodium TABS 600 MG,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,OTEZLA XR TB24 PO 75 MG,4,QL(1 EA daily); PA,True,False,QL(1 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,OTEZLA/OTEZLA XR INITIATION PK TBPK,4,max fill(s) per 180 day(s) retail; 1 max fill(s) per 180 day(s) mail; PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,OTEZLA TABS,4,QL(2 EA daily); PA,True,False,QL(2 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,OTEZLA TBPK,4,max fill(s) per 180 day(s) retail; 1 max fill(s) per 180 day(s) mail; PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,OTEZLA TBPK,4,package(s) per 180 day(s) retail; PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,leflunomide,1B,QL(1 EA daily),False,False,QL(1 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,ENBREL MINI SOCT,4,QL(0.146 ML daily); PA,True,False,QL(0.146 ML daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,ENBREL SURECLICK SOAJ,4,QL(0.146 ML daily); PA,True,False,QL(0.146 ML daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,ENBREL SOLN,4,QL(0.146 ML daily); PA,True,False,QL(0.146 ML daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,ENBREL SOSY 50 MG/ML,4,QL(0.286 ML daily); SP; PA,True,False,QL(0.286 ML daily),,True,False,False,
