plan_id,plan_name,plan_family,plan_year,market,metal_level,state,county,issuer_name,formulary_group,applies_to,rule_type,rule_code,rule_name,rule_text,source_file,source_page,source_doc_url
AMB-SOLUTIONS-BRONZE-2026,Ambetter Health Solutions Bronze,Ambetter Health Solutions,2026,Off-Exchange / ICHRA / QSEHRA,Bronze,AZ,Varies by county,Ambetter from Arizona Complete Health,AMBETTER_AZ_2026,ALL_DRUGS,tier_definition,2,Tier 2,Medium copayment covers brand name drugs that are generally more affordable or may be preferred compared to other drugs used to treat the same conditions.,2026-az-formulary.pdf,2.0,
AMB-SOLUTIONS-BRONZE-2026,Ambetter Health Solutions Bronze,Ambetter Health Solutions,2026,Off-Exchange / ICHRA / QSEHRA,Bronze,AZ,Varies by county,Ambetter from Arizona Complete Health,AMBETTER_AZ_2026,ALL_DRUGS,tier_definition,3,Tier 3,High copayment covers higher cost brand name and non-preferred generic drugs.,2026-az-formulary.pdf,2.0,
AMB-SOLUTIONS-BRONZE-2026,Ambetter Health Solutions Bronze,Ambetter Health Solutions,2026,Off-Exchange / ICHRA / QSEHRA,Bronze,AZ,Varies by county,Ambetter from Arizona Complete Health,AMBETTER_AZ_2026,ALL_DRUGS,tier_definition,4,Tier 4,"Highest copayment for specialty drugs used to treat complex, chronic conditions and may require special handling, storage, or clinical management.",2026-az-formulary.pdf,2.0,
AMB-SOLUTIONS-BRONZE-2026,Ambetter Health Solutions Bronze,Ambetter Health Solutions,2026,Off-Exchange / ICHRA / QSEHRA,Bronze,AZ,Varies by county,Ambetter from Arizona Complete Health,AMBETTER_AZ_2026,ALL_DRUGS,tier_definition,6,Tier 6,Coverage for oncology or anti-cancer drugs; cost-share is set equivalent to the member's medical benefit cost-share.,2026-az-formulary.pdf,2.0,
AMB-SOLUTIONS-BRONZE-2026,Ambetter Health Solutions Bronze,Ambetter Health Solutions,2026,Off-Exchange / ICHRA / QSEHRA,Bronze,AZ,Varies by county,Ambetter from Arizona Complete Health,AMBETTER_AZ_2026,ALL_DRUGS,coverage_rule,AL,Age limit,Some drugs are only covered for certain ages.,2026-az-formulary.pdf,3.0,
AMB-SOLUTIONS-BRONZE-2026,Ambetter Health Solutions Bronze,Ambetter Health Solutions,2026,Off-Exchange / ICHRA / QSEHRA,Bronze,AZ,Varies by county,Ambetter from Arizona Complete Health,AMBETTER_AZ_2026,ALL_DRUGS,coverage_rule,QL,Quantity limit,Some drugs are only covered for a certain amount.,2026-az-formulary.pdf,3.0,
AMB-SOLUTIONS-BRONZE-2026,Ambetter Health Solutions Bronze,Ambetter Health Solutions,2026,Off-Exchange / ICHRA / QSEHRA,Bronze,AZ,Varies by county,Ambetter from Arizona Complete Health,AMBETTER_AZ_2026,ALL_DRUGS,coverage_rule,PA,Prior authorization,Your doctor must ask for approval from Ambetter before some drugs will be covered.,2026-az-formulary.pdf,3.0,
AMB-SOLUTIONS-BRONZE-2026,Ambetter Health Solutions Bronze,Ambetter Health Solutions,2026,Off-Exchange / ICHRA / QSEHRA,Bronze,AZ,Varies by county,Ambetter from Arizona Complete Health,AMBETTER_AZ_2026,ALL_DRUGS,coverage_rule,ST,Step therapy,"In some cases, you must first try certain drugs before Ambetter covers another drug for your medical condition.",2026-az-formulary.pdf,3.0,
AMB-SOLUTIONS-BRONZE-2026,Ambetter Health Solutions Bronze,Ambetter Health Solutions,2026,Off-Exchange / ICHRA / QSEHRA,Bronze,AZ,Varies by county,Ambetter from Arizona Complete Health,AMBETTER_AZ_2026,ALL_DRUGS,coverage_rule,NF,Non-formulary,This product is not covered unless you or your provider request an exception; alternative medications are listed next to the non-covered product.,2026-az-formulary.pdf,3.0,
AMB-SOLUTIONS-BRONZE-2026,Ambetter Health Solutions Bronze,Ambetter Health Solutions,2026,Off-Exchange / ICHRA / QSEHRA,Bronze,AZ,Varies by county,Ambetter from Arizona Complete Health,AMBETTER_AZ_2026,ALL_DRUGS,coverage_rule,SP,Specialty drug,These products are Specialty Drugs that may have special fill requirements.,2026-az-formulary.pdf,3.0,
AMB-SOLUTIONS-BRONZE-2026,Ambetter Health Solutions Bronze,Ambetter Health Solutions,2026,Off-Exchange / ICHRA / QSEHRA,Bronze,AZ,Varies by county,Ambetter from Arizona Complete Health,AMBETTER_AZ_2026,ALL_DRUGS,coverage_rule,SF,Split fill,"Initially, certain medications may only be available in 15-day-supply increments until you are stabilized on the medication.",2026-az-formulary.pdf,3.0,
AMB-SOLUTIONS-SILVER-2026,Ambetter Health Solutions Silver,Ambetter Health Solutions,2026,Off-Exchange / ICHRA / QSEHRA,Silver,AZ,Varies by county,Ambetter from Arizona Complete Health,AMBETTER_AZ_2026,ALL_DRUGS,tier_definition,0,Tier 0,No copayment for preventive drugs mandated by the ACA; certain age or gender limits apply.,2026-az-formulary.pdf,2.0,
AMB-SOLUTIONS-SILVER-2026,Ambetter Health Solutions Silver,Ambetter Health Solutions,2026,Off-Exchange / ICHRA / QSEHRA,Silver,AZ,Varies by county,Ambetter from Arizona Complete Health,AMBETTER_AZ_2026,ALL_DRUGS,tier_definition,1A,Tier 1A,Lowest copayment for select drugs that offer the greatest value compared to other drugs used to treat similar conditions.,2026-az-formulary.pdf,2.0,
AMB-SOLUTIONS-SILVER-2026,Ambetter Health Solutions Silver,Ambetter Health Solutions,2026,Off-Exchange / ICHRA / QSEHRA,Silver,AZ,Varies by county,Ambetter from Arizona Complete Health,AMBETTER_AZ_2026,ALL_DRUGS,tier_definition,1B,Tier 1B,Low copayment for drugs that offer great value compared to other drugs used to treat similar conditions.,2026-az-formulary.pdf,2.0,
AMB-SOLUTIONS-SILVER-2026,Ambetter Health Solutions Silver,Ambetter Health Solutions,2026,Off-Exchange / ICHRA / QSEHRA,Silver,AZ,Varies by county,Ambetter from Arizona Complete Health,AMBETTER_AZ_2026,ALL_DRUGS,tier_definition,2,Tier 2,Medium copayment covers brand name drugs that are generally more affordable or may be preferred compared to other drugs used to treat the same conditions.,2026-az-formulary.pdf,2.0,
AMB-SOLUTIONS-SILVER-2026,Ambetter Health Solutions Silver,Ambetter Health Solutions,2026,Off-Exchange / ICHRA / QSEHRA,Silver,AZ,Varies by county,Ambetter from Arizona Complete Health,AMBETTER_AZ_2026,ALL_DRUGS,tier_definition,3,Tier 3,High copayment covers higher cost brand name and non-preferred generic drugs.,2026-az-formulary.pdf,2.0,
AMB-SOLUTIONS-SILVER-2026,Ambetter Health Solutions Silver,Ambetter Health Solutions,2026,Off-Exchange / ICHRA / QSEHRA,Silver,AZ,Varies by county,Ambetter from Arizona Complete Health,AMBETTER_AZ_2026,ALL_DRUGS,tier_definition,4,Tier 4,"Highest copayment for specialty drugs used to treat complex, chronic conditions and may require special handling, storage, or clinical management.",2026-az-formulary.pdf,2.0,
AMB-SOLUTIONS-SILVER-2026,Ambetter Health Solutions Silver,Ambetter Health Solutions,2026,Off-Exchange / ICHRA / QSEHRA,Silver,AZ,Varies by county,Ambetter from Arizona Complete Health,AMBETTER_AZ_2026,ALL_DRUGS,tier_definition,6,Tier 6,Coverage for oncology or anti-cancer drugs; cost-share is set equivalent to the member's medical benefit cost-share.,2026-az-formulary.pdf,2.0,
AMB-SOLUTIONS-SILVER-2026,Ambetter Health Solutions Silver,Ambetter Health Solutions,2026,Off-Exchange / ICHRA / QSEHRA,Silver,AZ,Varies by county,Ambetter from Arizona Complete Health,AMBETTER_AZ_2026,ALL_DRUGS,coverage_rule,AL,Age limit,Some drugs are only covered for certain ages.,2026-az-formulary.pdf,3.0,
AMB-SOLUTIONS-SILVER-2026,Ambetter Health Solutions Silver,Ambetter Health Solutions,2026,Off-Exchange / ICHRA / QSEHRA,Silver,AZ,Varies by county,Ambetter from Arizona Complete Health,AMBETTER_AZ_2026,ALL_DRUGS,coverage_rule,QL,Quantity limit,Some drugs are only covered for a certain amount.,2026-az-formulary.pdf,3.0,
AMB-SOLUTIONS-SILVER-2026,Ambetter Health Solutions Silver,Ambetter Health Solutions,2026,Off-Exchange / ICHRA / QSEHRA,Silver,AZ,Varies by county,Ambetter from Arizona Complete Health,AMBETTER_AZ_2026,ALL_DRUGS,coverage_rule,PA,Prior authorization,Your doctor must ask for approval from Ambetter before some drugs will be covered.,2026-az-formulary.pdf,3.0,
AMB-SOLUTIONS-SILVER-2026,Ambetter Health Solutions Silver,Ambetter Health Solutions,2026,Off-Exchange / ICHRA / QSEHRA,Silver,AZ,Varies by county,Ambetter from Arizona Complete Health,AMBETTER_AZ_2026,ALL_DRUGS,coverage_rule,ST,Step therapy,"In some cases, you must first try certain drugs before Ambetter covers another drug for your medical condition.",2026-az-formulary.pdf,3.0,
AMB-SOLUTIONS-SILVER-2026,Ambetter Health Solutions Silver,Ambetter Health Solutions,2026,Off-Exchange / ICHRA / QSEHRA,Silver,AZ,Varies by county,Ambetter from Arizona Complete Health,AMBETTER_AZ_2026,ALL_DRUGS,coverage_rule,NF,Non-formulary,This product is not covered unless you or your provider request an exception; alternative medications are listed next to the non-covered product.,2026-az-formulary.pdf,3.0,
AMB-SOLUTIONS-SILVER-2026,Ambetter Health Solutions Silver,Ambetter Health Solutions,2026,Off-Exchange / ICHRA / QSEHRA,Silver,AZ,Varies by county,Ambetter from Arizona Complete Health,AMBETTER_AZ_2026,ALL_DRUGS,coverage_rule,SP,Specialty drug,These products are Specialty Drugs that may have special fill requirements.,2026-az-formulary.pdf,3.0,
AMB-SOLUTIONS-SILVER-2026,Ambetter Health Solutions Silver,Ambetter Health Solutions,2026,Off-Exchange / ICHRA / QSEHRA,Silver,AZ,Varies by county,Ambetter from Arizona Complete Health,AMBETTER_AZ_2026,ALL_DRUGS,coverage_rule,SF,Split fill,"Initially, certain medications may only be available in 15-day-supply increments until you are stabilized on the medication.",2026-az-formulary.pdf,3.0,
AMB-SOLUTIONS-GOLD-2026,Ambetter Health Solutions Gold,Ambetter Health Solutions,2026,Off-Exchange / ICHRA / QSEHRA,Gold,AZ,Varies by county,Ambetter from Arizona Complete Health,AMBETTER_AZ_2026,ALL_DRUGS,tier_definition,0,Tier 0,No copayment for preventive drugs mandated by the ACA; certain age or gender limits apply.,2026-az-formulary.pdf,2.0,
AMB-SOLUTIONS-GOLD-2026,Ambetter Health Solutions Gold,Ambetter Health Solutions,2026,Off-Exchange / ICHRA / QSEHRA,Gold,AZ,Varies by county,Ambetter from Arizona Complete Health,AMBETTER_AZ_2026,ALL_DRUGS,tier_definition,1A,Tier 1A,Lowest copayment for select drugs that offer the greatest value compared to other drugs used to treat similar conditions.,2026-az-formulary.pdf,2.0,
AMB-SOLUTIONS-GOLD-2026,Ambetter Health Solutions Gold,Ambetter Health Solutions,2026,Off-Exchange / ICHRA / QSEHRA,Gold,AZ,Varies by county,Ambetter from Arizona Complete Health,AMBETTER_AZ_2026,ALL_DRUGS,tier_definition,1B,Tier 1B,Low copayment for drugs that offer great value compared to other drugs used to treat similar conditions.,2026-az-formulary.pdf,2.0,
AMB-SOLUTIONS-GOLD-2026,Ambetter Health Solutions Gold,Ambetter Health Solutions,2026,Off-Exchange / ICHRA / QSEHRA,Gold,AZ,Varies by county,Ambetter from Arizona Complete Health,AMBETTER_AZ_2026,ALL_DRUGS,tier_definition,2,Tier 2,Medium copayment covers brand name drugs that are generally more affordable or may be preferred compared to other drugs used to treat the same conditions.,2026-az-formulary.pdf,2.0,
AMB-SOLUTIONS-GOLD-2026,Ambetter Health Solutions Gold,Ambetter Health Solutions,2026,Off-Exchange / ICHRA / QSEHRA,Gold,AZ,Varies by county,Ambetter from Arizona Complete Health,AMBETTER_AZ_2026,ALL_DRUGS,tier_definition,3,Tier 3,High copayment covers higher cost brand name and non-preferred generic drugs.,2026-az-formulary.pdf,2.0,
AMB-SOLUTIONS-GOLD-2026,Ambetter Health Solutions Gold,Ambetter Health Solutions,2026,Off-Exchange / ICHRA / QSEHRA,Gold,AZ,Varies by county,Ambetter from Arizona Complete Health,AMBETTER_AZ_2026,ALL_DRUGS,tier_definition,4,Tier 4,"Highest copayment for specialty drugs used to treat complex, chronic conditions and may require special handling, storage, or clinical management.",2026-az-formulary.pdf,2.0,
AMB-SOLUTIONS-GOLD-2026,Ambetter Health Solutions Gold,Ambetter Health Solutions,2026,Off-Exchange / ICHRA / QSEHRA,Gold,AZ,Varies by county,Ambetter from Arizona Complete Health,AMBETTER_AZ_2026,ALL_DRUGS,tier_definition,6,Tier 6,Coverage for oncology or anti-cancer drugs; cost-share is set equivalent to the member's medical benefit cost-share.,2026-az-formulary.pdf,2.0,
AMB-SOLUTIONS-GOLD-2026,Ambetter Health Solutions Gold,Ambetter Health Solutions,2026,Off-Exchange / ICHRA / QSEHRA,Gold,AZ,Varies by county,Ambetter from Arizona Complete Health,AMBETTER_AZ_2026,ALL_DRUGS,coverage_rule,AL,Age limit,Some drugs are only covered for certain ages.,2026-az-formulary.pdf,3.0,
AMB-SOLUTIONS-GOLD-2026,Ambetter Health Solutions Gold,Ambetter Health Solutions,2026,Off-Exchange / ICHRA / QSEHRA,Gold,AZ,Varies by county,Ambetter from Arizona Complete Health,AMBETTER_AZ_2026,ALL_DRUGS,coverage_rule,QL,Quantity limit,Some drugs are only covered for a certain amount.,2026-az-formulary.pdf,3.0,
AMB-SOLUTIONS-GOLD-2026,Ambetter Health Solutions Gold,Ambetter Health Solutions,2026,Off-Exchange / ICHRA / QSEHRA,Gold,AZ,Varies by county,Ambetter from Arizona Complete Health,AMBETTER_AZ_2026,ALL_DRUGS,coverage_rule,PA,Prior authorization,Your doctor must ask for approval from Ambetter before some drugs will be covered.,2026-az-formulary.pdf,3.0,
AMB-SOLUTIONS-GOLD-2026,Ambetter Health Solutions Gold,Ambetter Health Solutions,2026,Off-Exchange / ICHRA / QSEHRA,Gold,AZ,Varies by county,Ambetter from Arizona Complete Health,AMBETTER_AZ_2026,ALL_DRUGS,coverage_rule,ST,Step therapy,"In some cases, you must first try certain drugs before Ambetter covers another drug for your medical condition.",2026-az-formulary.pdf,3.0,
AMB-SOLUTIONS-GOLD-2026,Ambetter Health Solutions Gold,Ambetter Health Solutions,2026,Off-Exchange / ICHRA / QSEHRA,Gold,AZ,Varies by county,Ambetter from Arizona Complete Health,AMBETTER_AZ_2026,ALL_DRUGS,coverage_rule,NF,Non-formulary,This product is not covered unless you or your provider request an exception; alternative medications are listed next to the non-covered product.,2026-az-formulary.pdf,3.0,
AMB-SOLUTIONS-GOLD-2026,Ambetter Health Solutions Gold,Ambetter Health Solutions,2026,Off-Exchange / ICHRA / QSEHRA,Gold,AZ,Varies by county,Ambetter from Arizona Complete Health,AMBETTER_AZ_2026,ALL_DRUGS,coverage_rule,SP,Specialty drug,These products are Specialty Drugs that may have special fill requirements.,2026-az-formulary.pdf,3.0,
AMB-SOLUTIONS-GOLD-2026,Ambetter Health Solutions Gold,Ambetter Health Solutions,2026,Off-Exchange / ICHRA / QSEHRA,Gold,AZ,Varies by county,Ambetter from Arizona Complete Health,AMBETTER_AZ_2026,ALL_DRUGS,coverage_rule,SF,Split fill,"Initially, certain medications may only be available in 15-day-supply increments until you are stabilized on the medication.",2026-az-formulary.pdf,3.0,
OSCAR-BRONZE-2026-AZ,Oscar Bronze,Oscar Individual & Family,2026,ACA Marketplace,Bronze,AZ,"Maricopa, Pima, Pinal, Santa Cruz",Oscar,OSCAR_AZ_2026,,,,,,,,
OSCAR-SILVER-2026-AZ,Oscar Silver,Oscar Individual & Family,2026,ACA Marketplace,Silver,AZ,"Maricopa, Pima, Pinal, Santa Cruz",Oscar,OSCAR_AZ_2026,,,,,,,,
OSCAR-GOLD-2026-AZ,Oscar Gold,Oscar Individual & Family,2026,ACA Marketplace,Gold,AZ,"Maricopa, Pima, Pinal, Santa Cruz",Oscar,OSCAR_AZ_2026,,,,,,,,
UHC-AZ-ACA-BRONZE-2026,UnitedHealthcare Arizona ACA Bronze,UnitedHealthcare Arizona ACA Marketplace,2026,ACA Marketplace,Bronze,AZ,Varies by county,UnitedHealthcare,UHC_AZ_2026,ALL_DRUGS,coverage_rule,PA,Prior authorization,Requires your health care provider to provide information about why you are taking a medication before your plan can decide how it may be covered.,IFP2895550-AZ_UHC_IFP_PY26.pdf,5.0,
UHC-AZ-ACA-BRONZE-2026,UnitedHealthcare Arizona ACA Bronze,UnitedHealthcare Arizona ACA Marketplace,2026,ACA Marketplace,Bronze,AZ,Varies by county,UnitedHealthcare,UHC_AZ_2026,ALL_DRUGS,coverage_rule,QL,Quantity limit,The largest quantity of medication covered per copayment or in a defined period of time.,IFP2895550-AZ_UHC_IFP_PY26.pdf,5.0,
UHC-AZ-ACA-BRONZE-2026,UnitedHealthcare Arizona ACA Bronze,UnitedHealthcare Arizona ACA Marketplace,2026,ACA Marketplace,Bronze,AZ,Varies by county,UnitedHealthcare,UHC_AZ_2026,ALL_DRUGS,coverage_rule,ST,Step therapy,Requires you to try one or more medications before the medication you are requesting may be covered.,IFP2895550-AZ_UHC_IFP_PY26.pdf,5.0,
UHC-AZ-ACA-BRONZE-2026,UnitedHealthcare Arizona ACA Bronze,UnitedHealthcare Arizona ACA Marketplace,2026,ACA Marketplace,Bronze,AZ,Varies by county,UnitedHealthcare,UHC_AZ_2026,ALL_DRUGS,coverage_rule,SP,Specialty medication,Specialty medications treat complex or rare conditions and may require special storage and handling; plan limits specialty medications to a 1-month supply.,IFP2895550-AZ_UHC_IFP_PY26.pdf,5.0,
UHC-AZ-ACA-BRONZE-2026,UnitedHealthcare Arizona ACA Bronze,UnitedHealthcare Arizona ACA Marketplace,2026,ACA Marketplace,Bronze,AZ,Varies by county,UnitedHealthcare,UHC_AZ_2026,OPIOIDS,coverage_rule,MME,Morphine milligram equivalent,"Additional quantity limits may apply across all opioid drugs used for pain treatment; if prescribed more, member or provider can ask the plan to cover the additional quantity.",IFP2895550-AZ_UHC_IFP_PY26.pdf,6.0,
UHC-AZ-ACA-BRONZE-2026,UnitedHealthcare Arizona ACA Bronze,UnitedHealthcare Arizona ACA Marketplace,2026,ACA Marketplace,Bronze,AZ,Varies by county,UnitedHealthcare,UHC_AZ_2026,OPIOIDS,coverage_rule,7D,7-day initial opioid limit,"If you have not filled an opioid prescription recently, you may be limited to a 7-day supply.",IFP2895550-AZ_UHC_IFP_PY26.pdf,6.0,
UHC-AZ-ACA-BRONZE-2026,UnitedHealthcare Arizona ACA Bronze,UnitedHealthcare Arizona ACA Marketplace,2026,ACA Marketplace,Bronze,AZ,Varies by county,UnitedHealthcare,UHC_AZ_2026,PRIOR_AUTH_REQUESTS,process_rule,PA_REQUEST_CONTENT,Prior authorization request content,"The request should include diagnosis, medication history, clinical justification, medical records/lab tests as needed, and other supporting information.",IFP2895550-AZ_UHC_IFP_PY26.pdf,7.0,
UHC-AZ-ACA-SILVER-2026,UnitedHealthcare Arizona ACA Silver,UnitedHealthcare Arizona ACA Marketplace,2026,ACA Marketplace,Silver,AZ,Varies by county,UnitedHealthcare,UHC_AZ_2026,ALL_DRUGS,coverage_rule,PA,Prior authorization,Requires your health care provider to provide information about why you are taking a medication before your plan can decide how it may be covered.,IFP2895550-AZ_UHC_IFP_PY26.pdf,5.0,
UHC-AZ-ACA-SILVER-2026,UnitedHealthcare Arizona ACA Silver,UnitedHealthcare Arizona ACA Marketplace,2026,ACA Marketplace,Silver,AZ,Varies by county,UnitedHealthcare,UHC_AZ_2026,ALL_DRUGS,coverage_rule,QL,Quantity limit,The largest quantity of medication covered per copayment or in a defined period of time.,IFP2895550-AZ_UHC_IFP_PY26.pdf,5.0,
UHC-AZ-ACA-SILVER-2026,UnitedHealthcare Arizona ACA Silver,UnitedHealthcare Arizona ACA Marketplace,2026,ACA Marketplace,Silver,AZ,Varies by county,UnitedHealthcare,UHC_AZ_2026,ALL_DRUGS,coverage_rule,ST,Step therapy,Requires you to try one or more medications before the medication you are requesting may be covered.,IFP2895550-AZ_UHC_IFP_PY26.pdf,5.0,
UHC-AZ-ACA-SILVER-2026,UnitedHealthcare Arizona ACA Silver,UnitedHealthcare Arizona ACA Marketplace,2026,ACA Marketplace,Silver,AZ,Varies by county,UnitedHealthcare,UHC_AZ_2026,ALL_DRUGS,coverage_rule,SP,Specialty medication,Specialty medications treat complex or rare conditions and may require special storage and handling; plan limits specialty medications to a 1-month supply.,IFP2895550-AZ_UHC_IFP_PY26.pdf,5.0,
UHC-AZ-ACA-SILVER-2026,UnitedHealthcare Arizona ACA Silver,UnitedHealthcare Arizona ACA Marketplace,2026,ACA Marketplace,Silver,AZ,Varies by county,UnitedHealthcare,UHC_AZ_2026,OPIOIDS,coverage_rule,MME,Morphine milligram equivalent,"Additional quantity limits may apply across all opioid drugs used for pain treatment; if prescribed more, member or provider can ask the plan to cover the additional quantity.",IFP2895550-AZ_UHC_IFP_PY26.pdf,6.0,
UHC-AZ-ACA-SILVER-2026,UnitedHealthcare Arizona ACA Silver,UnitedHealthcare Arizona ACA Marketplace,2026,ACA Marketplace,Silver,AZ,Varies by county,UnitedHealthcare,UHC_AZ_2026,OPIOIDS,coverage_rule,7D,7-day initial opioid limit,"If you have not filled an opioid prescription recently, you may be limited to a 7-day supply.",IFP2895550-AZ_UHC_IFP_PY26.pdf,6.0,
UHC-AZ-ACA-SILVER-2026,UnitedHealthcare Arizona ACA Silver,UnitedHealthcare Arizona ACA Marketplace,2026,ACA Marketplace,Silver,AZ,Varies by county,UnitedHealthcare,UHC_AZ_2026,PRIOR_AUTH_REQUESTS,process_rule,PA_REQUEST_CONTENT,Prior authorization request content,"The request should include diagnosis, medication history, clinical justification, medical records/lab tests as needed, and other supporting information.",IFP2895550-AZ_UHC_IFP_PY26.pdf,7.0,
UHC-AZ-ACA-GOLD-2026,UnitedHealthcare Arizona ACA Gold,UnitedHealthcare Arizona ACA Marketplace,2026,ACA Marketplace,Gold,AZ,Varies by county,UnitedHealthcare,UHC_AZ_2026,ALL_DRUGS,coverage_rule,PA,Prior authorization,Requires your health care provider to provide information about why you are taking a medication before your plan can decide how it may be covered.,IFP2895550-AZ_UHC_IFP_PY26.pdf,5.0,
UHC-AZ-ACA-GOLD-2026,UnitedHealthcare Arizona ACA Gold,UnitedHealthcare Arizona ACA Marketplace,2026,ACA Marketplace,Gold,AZ,Varies by county,UnitedHealthcare,UHC_AZ_2026,ALL_DRUGS,coverage_rule,QL,Quantity limit,The largest quantity of medication covered per copayment or in a defined period of time.,IFP2895550-AZ_UHC_IFP_PY26.pdf,5.0,
UHC-AZ-ACA-GOLD-2026,UnitedHealthcare Arizona ACA Gold,UnitedHealthcare Arizona ACA Marketplace,2026,ACA Marketplace,Gold,AZ,Varies by county,UnitedHealthcare,UHC_AZ_2026,ALL_DRUGS,coverage_rule,ST,Step therapy,Requires you to try one or more medications before the medication you are requesting may be covered.,IFP2895550-AZ_UHC_IFP_PY26.pdf,5.0,
UHC-AZ-ACA-GOLD-2026,UnitedHealthcare Arizona ACA Gold,UnitedHealthcare Arizona ACA Marketplace,2026,ACA Marketplace,Gold,AZ,Varies by county,UnitedHealthcare,UHC_AZ_2026,ALL_DRUGS,coverage_rule,SP,Specialty medication,Specialty medications treat complex or rare conditions and may require special storage and handling; plan limits specialty medications to a 1-month supply.,IFP2895550-AZ_UHC_IFP_PY26.pdf,5.0,
UHC-AZ-ACA-GOLD-2026,UnitedHealthcare Arizona ACA Gold,UnitedHealthcare Arizona ACA Marketplace,2026,ACA Marketplace,Gold,AZ,Varies by county,UnitedHealthcare,UHC_AZ_2026,OPIOIDS,coverage_rule,MME,Morphine milligram equivalent,"Additional quantity limits may apply across all opioid drugs used for pain treatment; if prescribed more, member or provider can ask the plan to cover the additional quantity.",IFP2895550-AZ_UHC_IFP_PY26.pdf,6.0,
UHC-AZ-ACA-GOLD-2026,UnitedHealthcare Arizona ACA Gold,UnitedHealthcare Arizona ACA Marketplace,2026,ACA Marketplace,Gold,AZ,Varies by county,UnitedHealthcare,UHC_AZ_2026,OPIOIDS,coverage_rule,7D,7-day initial opioid limit,"If you have not filled an opioid prescription recently, you may be limited to a 7-day supply.",IFP2895550-AZ_UHC_IFP_PY26.pdf,6.0,
UHC-AZ-ACA-GOLD-2026,UnitedHealthcare Arizona ACA Gold,UnitedHealthcare Arizona ACA Marketplace,2026,ACA Marketplace,Gold,AZ,Varies by county,UnitedHealthcare,UHC_AZ_2026,PRIOR_AUTH_REQUESTS,process_rule,PA_REQUEST_CONTENT,Prior authorization request content,"The request should include diagnosis, medication history, clinical justification, medical records/lab tests as needed, and other supporting information.",IFP2895550-AZ_UHC_IFP_PY26.pdf,7.0,
UHC-AZ-ESSENTIAL-BRONZE-2026,UnitedHealthcare Essential Bronze,Essential,2026,Off-Exchange direct / agent,Bronze,AZ,Varies by county,UnitedHealthcare,UHC_AZ_2026,ALL_DRUGS,coverage_rule,PA,Prior authorization,Requires your health care provider to provide information about why you are taking a medication before your plan can decide how it may be covered.,IFP2895550-AZ_UHC_IFP_PY26.pdf,5.0,
UHC-AZ-ESSENTIAL-BRONZE-2026,UnitedHealthcare Essential Bronze,Essential,2026,Off-Exchange direct / agent,Bronze,AZ,Varies by county,UnitedHealthcare,UHC_AZ_2026,ALL_DRUGS,coverage_rule,QL,Quantity limit,The largest quantity of medication covered per copayment or in a defined period of time.,IFP2895550-AZ_UHC_IFP_PY26.pdf,5.0,
UHC-AZ-ESSENTIAL-BRONZE-2026,UnitedHealthcare Essential Bronze,Essential,2026,Off-Exchange direct / agent,Bronze,AZ,Varies by county,UnitedHealthcare,UHC_AZ_2026,ALL_DRUGS,coverage_rule,ST,Step therapy,Requires you to try one or more medications before the medication you are requesting may be covered.,IFP2895550-AZ_UHC_IFP_PY26.pdf,5.0,
UHC-AZ-ESSENTIAL-BRONZE-2026,UnitedHealthcare Essential Bronze,Essential,2026,Off-Exchange direct / agent,Bronze,AZ,Varies by county,UnitedHealthcare,UHC_AZ_2026,ALL_DRUGS,coverage_rule,SP,Specialty medication,Specialty medications treat complex or rare conditions and may require special storage and handling; plan limits specialty medications to a 1-month supply.,IFP2895550-AZ_UHC_IFP_PY26.pdf,5.0,
UHC-AZ-ESSENTIAL-BRONZE-2026,UnitedHealthcare Essential Bronze,Essential,2026,Off-Exchange direct / agent,Bronze,AZ,Varies by county,UnitedHealthcare,UHC_AZ_2026,OPIOIDS,coverage_rule,MME,Morphine milligram equivalent,"Additional quantity limits may apply across all opioid drugs used for pain treatment; if prescribed more, member or provider can ask the plan to cover the additional quantity.",IFP2895550-AZ_UHC_IFP_PY26.pdf,6.0,
UHC-AZ-ESSENTIAL-BRONZE-2026,UnitedHealthcare Essential Bronze,Essential,2026,Off-Exchange direct / agent,Bronze,AZ,Varies by county,UnitedHealthcare,UHC_AZ_2026,OPIOIDS,coverage_rule,7D,7-day initial opioid limit,"If you have not filled an opioid prescription recently, you may be limited to a 7-day supply.",IFP2895550-AZ_UHC_IFP_PY26.pdf,6.0,
UHC-AZ-ESSENTIAL-BRONZE-2026,UnitedHealthcare Essential Bronze,Essential,2026,Off-Exchange direct / agent,Bronze,AZ,Varies by county,UnitedHealthcare,UHC_AZ_2026,PRIOR_AUTH_REQUESTS,process_rule,PA_REQUEST_CONTENT,Prior authorization request content,"The request should include diagnosis, medication history, clinical justification, medical records/lab tests as needed, and other supporting information.",IFP2895550-AZ_UHC_IFP_PY26.pdf,7.0,
UHC-AZ-VALUE-BRONZE-2026,UnitedHealthcare Value Bronze,Value,2026,ACA Marketplace,Bronze,AZ,Varies by county,UnitedHealthcare,UHC_AZ_2026,ALL_DRUGS,coverage_rule,PA,Prior authorization,Requires your health care provider to provide information about why you are taking a medication before your plan can decide how it may be covered.,IFP2895550-AZ_UHC_IFP_PY26.pdf,5.0,
